Demand Cluster,Difficulty Cluster,Growth Cluster,ID,Lct Id,Lightcast Skill,Resilience Cluster,Skill Category,Skill Major Category,Skill MajorCategory Code,Skill MajorCategory Code (group),Skill Subcategory Name,Skill Super Category,Value Cluster,Xskill Category Name,Complexity,Complexity Norm,Demand,Demand Norm,Difficulty,Difficulty Norm,Education,Education Norm,Experience,Experience Norm,Growth,Growth Norm,Resilience,Resilience Norm,Stability,Stability Norm,Ubiquity,Ubiquity Norm,Value,Value Norm,SSG_Skill,SSG_ID
High Demand,High Difficulty,Low Growth,463,KS128HT66NYF105NG84T,reliability engineering,High Resilience,Engineering,Engineering and Construction,17,17 & 19,"Engineering, Other","Science, Engineering, and Manufacturing",High Value,Engineering,2.234047816,0.510870532,1557,0.002464051,0.537646024,0.537646024,1.822053,0.580374715,5.437454,0.521692826,0.901978537,0.074212301,0.323798164,0.323798164,44,0.543209877,49,0.104386452,"$81,000 ",0.377945335,['reliability engineering management'],['e2ebe6cbab156291060a559674b412d76281abf34393a1134f6803543deeafe0']
Low Demand,High Difficulty,High Growth,464,KS123LQ6HNJ88T0MP3WY,engineering procurement and construction management,Low Resilience,Architecture and Construction,Engineering and Construction,17,17 & 19,Construction Management,"Science, Engineering, and Manufacturing",High Value,Architecture and Construction,2.108614241,0.497646328,69.75,0.000102421,0.617372203,0.617372203,1.893426,0.603478157,7.26087,0.750992125,1.232886046,0.106959272,0.23076343,0.23076343,35,0.432098765,15.25,0.029428096,"$82,500 ",0.387370405,"['engineering, procurement and construction management']",['64d21165555191631b951aaa17ab2ee746e24c2f5de809eb5816367ef0582bec']
High Demand,High Difficulty,High Growth,465,KS122VJ64FL8LSTKGLJ5,design management,Low Resilience,Design,Arts and Design,27,27,Creative Design,Communications and Arts,High Value,Design,1.529318309,0.436572347,1125.5,0.001778864,0.569785164,0.569785164,1.914821,0.610403719,6.556211,0.662379425,1.07661575,0.091494592,0.292035975,0.292035975,38,0.469135802,53.75,0.114936147,"$81,000 ",0.377945335,['front-end engineering design management'],['e879715958c67d0184e94d71ed57178377b0ed7ca8fdc88d9e556828d61bb0cd']
High Demand,Low Difficulty,High Growth,466,KS123L56N96MHHHZB2G6,environmental management systems,High Resilience,Environment,"Energy, Utilities, and Environment",17,17 & 19,Environment and Resource Management,"Science, Engineering, and Manufacturing",Low Value,Environment,0.601180352,0.338720669,932.75,0.001472793,0.362915433,0.362915433,1.255345,0.396931324,4.096738,0.353094306,1.236361635,0.10730322,0.312922862,0.312922862,39,0.481481481,67,0.144364242,"$49,200 ",0.178133836,"['environmental management system framework development and implementation', 'environmental management system policies, standards, procedures and practices management']","['e76688517d9664afae6dbd7b6ce56bd48ba94665a7f142567304cd957927b107', '48197d12d9d93bd8b8d41466b9d787bc8edd1e617def92c4b0f538580950bb78']"
High Demand,Low Difficulty,High Growth,467,KS1277F6C7QNT6S8QB0N,occupational health and safety management system (ohsas),High Resilience,"Law, Regulation, and Compliance","Law, Regulation, and Safety",21,21 & 23,Occupational Health and Safety,"Education, Law, and Community",Low Value,"Law, Regulation, and Compliance",0.598011853,0.338386621,718.5,0.001132582,0.376849767,0.376849767,1.412,0.447640551,4.028571,0.344522129,1.080750851,0.091903806,0.327129647,0.327129647,44,0.543209877,52,0.111049417,"$46,800 ",0.163053723,"['safe system of work development and implementation', 'workplace safety and health audit programme management', 'workplace safety and health management in construction industry', 'workplace safety and health control measures', 'workplace safety and health management in manufacturing industry', 'workplace safety and health management in marine industry']","['f483df85aaec897cbe507d9a53fecd5199ebcd6b98e5c0afae873a4d2e16d073', 'b8208a8c97da705cb2578eaf01699c6a59ff272311b6f24d4797d63f413aec3a', '70d63ceebee9b98fd083bb52e1e1165a92de8105578a8a82b103b7837f3c16c1', 'e60f47959a6be446b23fb04a22d4c60b8f5545f9b89323c178b9ac088ee87dfe', '68f424948ff83d08aa903d78a39995ad57d3847d6de98c53aa71cc6461e52f39', '383872176e9e56136a8cb33ee2b79b4039e3a1a83cc3da7b425060bc0cba1068']"
High Demand,Low Difficulty,High Growth,468,KS125P46YVZ3V87LP697,laboratory information management systems,High Resilience,Science and Research,Science and Research,19,17 & 19,Laboratory Research,"Science, Engineering, and Manufacturing",Low Value,Science and Research,0.948312005,0.375318046,958,0.001512888,0.373886991,0.373886991,1.453048,0.460927789,3.558545,0.285415138,1.249466569,0.108600098,0.378373469,0.378373469,55,0.679012346,37,0.077734592,"$51,000 ",0.189443921,"['laboratory data reporting and analysis management', 'laboratory operations management']","['6934b48358e6ab69e31cfaab13635c95c5179960033ba73d7dd3fc477016bd29', 'dd8fa75d0bc559e1b40214ca0f02cc6a5c7f4280140ee260fae28b57eb87adcb']"
Low Demand,Low Difficulty,High Growth,469,BGSBA7516BAC3632DE3B,sample management,Low Resilience,Science and Research,Science and Research,19,17 & 19,Laboratory Research,"Science, Engineering, and Manufacturing",Low Value,Science and Research,0.583377808,0.336843783,327.5,0.000511706,0.330270175,0.330270175,1.493287,0.473953154,2.720379,0.180013586,1.156937879,0.099443358,0.169052173,0.169052173,21,0.259259259,37.5,0.078845086,"$42,000 ",0.132893497,['sample management'],['e60c59f53e204a120937b6dc28cb2eb3f8aba9a602527aca280da995cf2eba78']
High Demand,High Difficulty,Low Growth,470,KS4418J6YYXG4N3Q8ZMF,technical management,High Resilience,System and IT Infrastructure,Information Technology,15,15,IT Management,IT,High Value,Information Technology,1.510125604,0.4345489,2874,0.004555338,0.551964454,0.551964454,1.845637,0.588008856,6.325251,0.633335605,0.911422265,0.075146863,0.397759132,0.397759132,50,0.617283951,82.25,0.178234314,"$96,000 ",0.472196041,['technical services management'],['6da5f9d47e2081b20e1aab771c51094d7c1c9357c3f9b6b950cc7a0d2275ab7c']
Low Demand,High Difficulty,High Growth,471,KS1226063MZL6PK8CNNP,competency management systems,Low Resilience,Education and Training,Education and Training,23,21 & 23,Education Software and Technology,"Education, Law, and Community",High Value,Education and Training,1.679382091,0.452393264,73,0.000107581,0.492318764,0.492318764,1.781746,0.567327338,4.924883,0.457235691,1.140543871,0.097820989,0.084215902,0.084215902,10,0.12345679,22.25,0.044975014,"$84,000 ",0.396795476,['continuing professional development management'],['86c74dd79d613f9ad601a5eb939d4edc963cd8ed1531a317c373e2314b48b183']
Low Demand,Low Difficulty,High Growth,472,KS125S474FT7PMRYWKJF,learning development,Low Resilience,Education and Training,Education and Training,23,21 & 23,Training Programs,"Education, Law, and Community",Low Value,Education and Training,0.252235558,0.301932136,489.5,0.000768949,0.424971854,0.424971854,1.676954,0.533406166,4.784461,0.43957726,1.088605581,0.092681118,0.26518875,0.26518875,35,0.432098765,46.25,0.098278734,"$54,000 ",0.208294062,"['learning and development framework management', 'learning framework development', 'learning programme delivery']","['a57b352a8922a9c2a2e28f8fc41493c67eb7e2e4453ee689b1d68387bf38f390', 'c3db865173a984e8c34c98ae34b203373bb03dd232965bfa44d0879896ccfba9', '4df8fa6b65c524cd672eb36533e49a86db466bf9788b54ae576e3f222b944be7']"
Low Demand,Low Difficulty,High Growth,473,ESFCAAE11542DD2A146D,training programs management,Low Resilience,Human Resources,"Business, Finance, and Marketing",13,13,Employee Training,Business,Low Value,Human Resources,1.657276173,0.450062682,37.25,5.08E-05,0.443674535,0.443674535,1.661284,0.528333787,4.093023,0.352627135,1.417043593,0.125183705,0.09558133,0.09558133,14,0.172839506,10.25,0.018323154,"$57,000 ",0.227144204,['staff training management'],['afc29f5cb63313158f089a4ab61032a5c9d804b71b2172de76ec751e70991fd4']
High Demand,High Difficulty,Low Growth,474,ESC0349B42B117848E6E,train the trainer,Low Resilience,Human Resources,"Business, Finance, and Marketing",13,13,Employee Training,Business,High Value,Human Resources,0.931514157,0.373547083,918.75,0.001450562,0.528276607,0.528276607,1.547129,0.491381811,7.013629,0.719900927,0.973165942,0.081257085,0.23182594,0.23182594,30,0.37037037,44,0.09328151,"$84,000 ",0.396795476,['trainer and assessor development management'],['420cfe8cd81054ff994ccc383127efa4c2ac9957cea68c06a666e0a36a517721']
Low Demand,High Difficulty,High Growth,475,KS120PJ610KTK6TMWZPV,asset integrity management systems,Low Resilience,Manufacturing and Production,Manufacturing and Production,47,47,Plant Operations and Management,"Science, Engineering, and Manufacturing",High Value,Manufacturing and Production,1.708028105,0.455413354,207.75,0.000321553,0.48027616,0.48027616,1.463632,0.46435383,5.432432,0.521061297,1.361875115,0.119724172,0.279117911,0.279117911,40,0.49382716,31,0.064408662,"$60,000 ",0.245994345,"['asset integrity management', 'process plant and equipment integrity management']","['a95a29aa8a01f3b2945e3a225fe74e1b04d6819913f39c00ca00da1899775dcd', '7acf80e6eed8579779322801220b138692d7b17f283c9959de4b4782d4d8856e']"
Low Demand,High Difficulty,Low Growth,476,ES2961F4E2F77397291F,organizational transformation,Low Resilience,Business,"Business, Finance, and Marketing",13,13,Business Strategy,Business,High Value,Business,1.653463817,0.449660753,256.5,0.000398964,0.637963815,0.637963815,2.012811,0.642123084,7.826389,0.822107609,0.948993141,0.078864918,0.184026707,0.184026707,25,0.308641975,28.75,0.059411438,"$126,000 ",0.660697455,['plant turnaround management'],['cc7e9548cb35009136ef742a77a8065f091c3c1c203ed9c180f4e7df3ccb2c36']
Low Demand,Low Difficulty,High Growth,477,KS122CR670XK38ZRRQ0Z,control operation,Low Resilience,,,,,OOT,,High Value,OOT,1.432482285,0.426363124,139.75,0.000213575,0.335852131,0.335852131,0.610025,0.188041226,4.415282,0.393152042,1.228844212,0.106559287,0.150729019,0.150729019,21,0.259259259,21,0.042198778,"$63,000 ",0.264844486,['control room operations management'],['35643c9c9767853e61a35a574ca6fed5aff2d81bb496d294351f619891fbe3c7']
Low Demand,High Difficulty,High Growth,478,KS126685XY3LQ05RQTQW,mass production,Low Resilience,Manufacturing and Production,Manufacturing and Production,47,47,Production and Assembly,"Science, Engineering, and Manufacturing",Low Value,Manufacturing and Production,2.469286719,0.535671286,202.5,0.000313217,0.532085442,0.532085442,2.004944,0.639576536,4.6368,0.421008506,1.080232432,0.091852502,0.283967755,0.283967755,42,0.518518519,24.25,0.049416991,"$54,000 ",0.208294062,['feedstock and product transfer operations management'],['023e32c99aaa16d48a4d452b3f87943b8d995a3ed4c2d1b719452a36ab571d59']
Low Demand,High Difficulty,High Growth,479,KS127CW723XX4NB6J94T,operational reporting,Low Resilience,Business,"Business, Finance, and Marketing",13,13,Business Operations,Business,High Value,Business,1.788139259,0.463859308,485,0.000761803,0.518087672,0.518087672,1.709968,0.544092798,5.63322,0.546310909,1.307678271,0.114360792,0.188125938,0.188125938,24,0.296296296,38,0.07995558,"$69,600 ",0.306314797,['operations reporting protocol application'],['f104aaf8c221b3168c31efd601ef1480e69559038841dfe12b0a21dc4e44b561']
Low Demand,Low Difficulty,High Growth,480,KS4415N6C6WF72P5V0D6,system safety,Low Resilience,"Law, Regulation, and Compliance","Law, Regulation, and Safety",21,21 & 23,Quality Assurance and Control,"Education, Law, and Community",Low Value,"Law, Regulation, and Compliance",1.802047845,0.465325662,198.5,0.000306865,0.442037154,0.442037154,1.644921,0.523037083,3.974708,0.337748717,1.101381848,0.093945472,0.216556645,0.216556645,30,0.37037037,30.25,0.062742921,"$54,000 ",0.208294062,"['major hazard installation safety case management', 'hazardous materials identification system (hmis) administration']","['a6229591bfb277befb86396e0ec91d8e6c534be74a8f90e0be3b61cf3b18f5d1', '2c075739a87aeb00833b6ca0bc0ecae67146714535ef0018a82c3260fdb8fa96']"
Low Demand,Low Difficulty,High Growth,481,KS1282868M4QMPB1NDRX,process safety management,Low Resilience,"Law, Regulation, and Compliance","Law, Regulation, and Safety",21,21 & 23,Occupational Health and Safety,"Education, Law, and Community",Low Value,"Law, Regulation, and Compliance",1.643244255,0.448583326,327.5,0.000511706,0.432625079,0.432625079,1.306323,0.413432903,4.754893,0.435859007,1.251179627,0.108769625,0.268290593,0.268290593,40,0.49382716,21.25,0.042754026,"$57,000 ",0.227144204,['process safety management framework development and implementation'],['da800e0b1913954652b4948511d4d2d3ca0bba504352e0a22e8ea8d1070fa400']
Low Demand,High Difficulty,High Growth,482,KS440756SGVP7TM5YTGS,safety instrumented systems,Low Resilience,Engineering,Engineering and Construction,17,17 & 19,Industrial Engineering,"Science, Engineering, and Manufacturing",High Value,Engineering,2.825565375,0.573233013,96.75,0.000145294,0.609335984,0.609335984,1.718012,0.546696641,6.919614,0.708078297,1.554861699,0.138822336,0.281811888,0.281811888,43,0.530864198,16.75,0.032759578,"$81,000 ",0.377945335,['safety integrity levels management'],['7131d6606526fd43782b09e6a1a7020af0b65e2a06bcecb01cb4402943f2eb53']
High Demand,Low Difficulty,High Growth,483,KS121CM5YYWQM2077BF3,corrective and preventive action (capa),High Resilience,"Law, Regulation, and Compliance","Law, Regulation, and Safety",21,21 & 23,Quality Assurance and Control,"Education, Law, and Community",Low Value,"Law, Regulation, and Compliance",0.218176803,0.298341392,8016,0.012720408,0.387456128,0.387456128,1.651734,0.525242451,3.982945,0.338784541,1.183447312,0.10206676,0.588383683,0.588383683,74,0.913580247,120.5,0.263187118,"$51,000 ",0.189443921,['non-conformance management'],['e4423cabb469ce32db8e770c44d9235d5c013098afa5cc1afc4b24b725d9b6da']
High Demand,High Difficulty,Low Growth,484,KS1282K6QK68NJHMG8V2,product design,High Resilience,Design,Arts and Design,27,27,Industrial Design,Communications and Arts,High Value,Design,0.889181913,0.369084082,10659.75,0.016918464,0.468297797,0.468297797,1.912691,0.609714238,4.677249,0.426095072,0.939212856,0.07789705,0.463031512,0.463031512,59,0.728395062,91,0.197667962,"$66,000 ",0.283694628,['product design and development'],['039137323cb2f41ab349d6db5b76d673a6c77ad57b4eeee2fed0a9e806431b6b']
Low Demand,Low Difficulty,High Growth,485,ESA8C946F4C5A9831951,food procurement,Low Resilience,"Transportation, Supply Chain, and Logistics","Transportation, Supply Chain, and Logistics",49,49,Procurement,Transportation & Logistics,Low Value,"Transportation, Supply Chain, and Logistics",-0.368059043,0.23653575,37.25,5.08E-05,0.296113948,0.296113948,1.075097,0.338585042,3.779661,0.31322105,1.470943547,0.130517703,0.074008953,0.074008953,11,0.135802469,7.5,0.012215436,"$48,000 ",0.170593779,['market demand and feedstock management'],['4d5f733d3c19fdbab3c2b148ecd484114856a625cbc4dd418d06fe821fad220f']
High Demand,Low Difficulty,High Growth,486,KS440C365HRHPM9VQDFF,supply chain management,High Resilience,"Transportation, Supply Chain, and Logistics","Transportation, Supply Chain, and Logistics",49,49,Supply Chain Management,Transportation & Logistics,Low Value,"Transportation, Supply Chain, and Logistics",-0.443266149,0.22860682,17136.25,0.02720261,0.372571404,0.372571404,1.629068,0.517905467,4.240732,0.371201926,1.180084529,0.101733976,0.460042775,0.460042775,60,0.740740741,82.75,0.179344808,"$48,000 ",0.170593779,"['supply chain management', 'vertical programme management']","['b0524ed78076ca06ca7ed4eb8b75f59b6a186ad2baef86f0204889855a8402f9', '743e0940664f28400805f30c4a76e41978d5a1f291e838018d0aeb0d87914cfb']"
High Demand,Low Difficulty,High Growth,487,KS120VC7108H86J50CYW,business to business,High Resilience,Sales,Sales and Client/Customer Support,41,41,Business-to-Business (B2B) Sales,Sales and Support,Low Value,Sales,-0.165281651,0.257914154,20516,0.032569373,0.372831467,0.372831467,1.494715,0.474415398,4.359719,0.38616485,1.036385786,0.08751339,0.458442155,0.458442155,61,0.75308642,75.75,0.16379789,"$54,000 ",0.208294062,['business-to-business customer relationship management'],['325a24418a535da0bb8eae972164486fcdf6b0d40ca8256c18b058836ef8d681']
High Demand,High Difficulty,Low Growth,488,KS122HR72S509QHX31QQ,credit analysis,High Resilience,Finance,"Business, Finance, and Marketing",13,13,General Lending,Business,High Value,Finance,0.95129536,0.375632575,2546.5,0.004035295,0.463517306,0.463517306,1.808496,0.575986314,4.779338,0.438933029,0.966399385,0.080587459,0.450504178,0.450504178,67,0.827160494,35.25,0.073847862,"$77,256 ",0.354420358,['credit assessment'],['368d6eb9ff772b8b4ab23fc4afb2810b0d883da27f7da3e066e4f828f14d48e8']
High Demand,High Difficulty,Low Growth,489,KS127L06ZGYKW2BYFVWD,partner development,Low Resilience,Business,"Business, Finance, and Marketing",13,13,Business Strategy,Business,High Value,Business,1.717719606,0.456435109,619.75,0.000975775,0.599212171,0.599212171,1.877654,0.59837276,7.195953,0.742828644,0.705003027,0.054719388,0.258933651,0.258933651,37,0.456790123,29.5,0.061077179,"$138,000 ",0.736098021,['partnership development and management'],['efda84ca1d40e79d7933ded85f007e8aa2bf7a0b8c8d040a0f54b41012c8f299']
High Demand,Low Difficulty,High Growth,490,BGS409FD4E9C8053A315,sales strategy,High Resilience,Sales,Sales and Client/Customer Support,41,41,General Sales Practices,Sales and Support,Low Value,Sales,-0.720011319,0.199430145,14599.25,0.023174064,0.359253489,0.359253489,1.490353,0.473003418,4.512098,0.405326905,1.279327109,0.11155513,0.467651716,0.467651716,66,0.814814815,56.25,0.120488617,"$54,000 ",0.208294062,['sales strategy'],['84e6222f7d3df21720b30044be5cc2956c0c6e8094c3c7d95eedb44ece8722fe']
High Demand,Low Difficulty,Low Growth,491,KS1212B6QR5SK1LSD4S4,business development,High Resilience,Business,"Business, Finance, and Marketing",13,13,Business Strategy,Business,Low Value,Business,-0.754330645,0.195811929,81037.75,0.128672902,0.39611122,0.39611122,1.772383,0.564296535,4.694188,0.428225196,0.975816209,0.081519358,0.562091705,0.562091705,71,0.87654321,113.5,0.2476402,"$57,000 ",0.227144204,['sales and business development'],['4778eea60875e941723a6ba790e3333186adeedf6b3d9c50bbee7051722e77f1']
